id;name;host_id;host_name;neighbourhood_group;neighbourhood;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365
1656621;Classic Brownstone private suite;5738733;Elizabeth;Brooklyn;Bedford-Stuyvesant;Entire home/apt;74;2;189;30/06/2019;3.02;2;131
1657110;Luxury & Charm.  Steps from Christopher Park!;8315861;Jonathan;Manhattan;West Village;Entire home/apt;195;5;52;07/02/2019;0.74;1;0
1658703;Close to trains! Special long-term rates!!;8791051;Danielle;Brooklyn;East Flatbush;Entire home/apt;104;59;48;18/10/2018;0.69;1;122
1664209;2000 SQ FT Spacious Artist Loft in SOHO;1253125;Tanya;Manhattan;SoHo;Entire home/apt;275;2;6;28/04/2019;0.51;1;5
1664614;Great Views on Upper West Side;8796895;Rebecca;Manhattan;Upper West Side;Private room;310;4;12;22/09/2017;0.18;1;358
1664716;apartment in heart of East Village ;2110601;Julia;Manhattan;East Village;Entire home/apt;145;29;3;02/10/2016;0.04;1;35
1665498;3rd FL, Private Suite w Own Bath & Study Area;8821936;Lynn;Staten Island;Shore Acres;Entire home/apt;75;3;19;30/05/2019;0.28;1;258
1668328;Quiet Williamsburg apartment;8265050;Jae;Brooklyn;Williamsburg;Entire home/apt;99;2;201;19/06/2019;2.85;2;106
1669149;Beautiful Modern Midtown Apartment;8838470;Carlos;Manhattan;Hell's Kitchen;Entire home/apt;250;6;79;01/01/2019;1.12;1;137
1669250;Large Studio w/ Entertainment Room!;3038687;Karen;Manhattan;Upper West Side;Entire home/apt;104;30;24;18/11/2018;0.34;8;57
1670517;Union Square area 1BD Apartment;8844412;Pat;Manhattan;Gramercy;Entire home/apt;250;5;5;19/09/2018;0.07;1;358
1672860;New**Beauty**W50's_Luxury&BALCONY!!;2119276;Host;Manhattan;Hell's Kitchen;Entire home/apt;150;30;18;04/04/2019;0.27;39;340
1672977;NEW_2BR_PrivateRoof&CityView_Beauty;2119276;Host;Manhattan;Hell's Kitchen;Entire home/apt;195;30;17;12/04/2019;0.35;39;333
1673040;NEW_Duplex_BreathtakingViews_Beauty;2119276;Host;Manhattan;Hell's Kitchen;Entire home/apt;350;30;14;17/06/2019;0.22;39;327
1673338;Comfortable Room + Kitty + Food;5719998;Charles;Brooklyn;Williamsburg;Private room;75;1;23;29/06/2019;0.33;1;0
1677887;Charming LG Bedroom by Park & Train;8756595;Jenny;Brooklyn;Prospect-Lefferts Gardens;Private room;80;31;28;12/07/2016;0.40;1;167
1678809;Sunny Spacious Retro 1 Bedroom;8619985;Mel;Brooklyn;Bedford-Stuyvesant;Entire home/apt;96;2;14;25/06/2019;4.62;1;50
1682258;Big Studio Apt Convenient Gramercy;5434492;Elizabeth;Manhattan;Kips Bay;Entire home/apt;200;1;0;;;1;0
1682282;Private room in  MANHATTAN NYC;8896180;Facundo Martin /Teresa;Manhattan;East Harlem;Private room;90;3;139;06/07/2019;2.38;1;293
1682958;Beautiful Cozy Room Great Price!;6194487;Rocio & James;Queens;Astoria;Private room;79;1;274;25/04/2019;4.02;3;308
1683227;Clean room near Columbia Univ;8900383;Zee;Manhattan;Morningside Heights;Private room;220;1;0;;;1;365
1683968;Landmark Loft in Williamsburg Brooklyn 1 month min;274702;Sabina Giovanna;Brooklyn;Williamsburg;Entire home/apt;224;31;14;05/08/2018;0.20;1;219
1684053;Arverne By The Bay Private Room & Bathroom;762610;Christopher;Queens;Arverne;Private room;35;2;201;18/06/2019;3.28;2;88
1687108;Private, Clean and Comfortable NY;177712;Amara;Queens;Astoria;Private room;70;7;34;31/03/2019;0.48;1;140
1688711;Luxury Room in Landmark House;8792814;Caroline;Brooklyn;Prospect-Lefferts Gardens;Private room;85;1;40;07/06/2019;0.83;10;293
1688914;Strivers Row Sanctuary in Harlem - Monthly;8925763;Joy;Manhattan;Harlem;Entire home/apt;110;30;128;28/06/2019;1.82;2;314
1690764;One very large room two beds;8925493;Yvonne;Brooklyn;Bedford-Stuyvesant;Private room;65;3;2;07/05/2019;0.06;2;365
1691188;4 bedroom 2Bath apt Maspeth Queens;8934751;Mike;Queens;Maspeth;Entire home/apt;200;4;24;01/06/2019;0.38;2;157
1691798;Beautiful apt in the heart of LES;8937205;Golan;Manhattan;Chinatown;Entire home/apt;249;31;6;01/11/2015;0.09;1;365
1692823;ON A BUDGET COZY IN BROOKLYN In NYC;2015914;Majar;Brooklyn;East New York;Private room;62;3;52;27/05/2019;0.74;8;361
1693028;Private Room with adjoining bathroom;8918030;Theodore;Bronx;Williamsbridge;Private room;50;1;19;30/03/2019;0.83;1;311
1693171;BLYN SPECIAL BUDGET PRICE IN  NYC;2015914;Majar;Brooklyn;East New York;Private room;62;3;48;17/06/2019;0.68;8;340
1693524;1 rm @ 3BR loft williamsburg room 3;4864306;Joseph;Brooklyn;Greenpoint;Private room;50;2;13;17/06/2019;0.22;3;282
1695731;1BR Apt in Murray Hill/Midtown;8955761;Murrel;Manhattan;Murray Hill;Private room;55;1;0;;;1;0
1696050;Spacious Room, Central Location, Historic block.;4463092;Samuel;Manhattan;Harlem;Private room;71;2;64;26/06/2019;1.02;2;18
1696381;Charming Room Near Central Park;2717428;Ellen;Manhattan;East Harlem;Private room;75;1;37;30/06/2019;0.53;1;139
1697047;Charming Private Room with a View;4184612;Lynne;Brooklyn;Williamsburg;Private room;115;3;146;09/06/2019;2.08;1;277
1698334;Williamsburg off Bedford/no extra $ for 2ppl!;1562642;Molly;Brooklyn;Williamsburg;Private room;82;2;144;02/04/2019;3.37;1;0
1699934;SAFE BUDGET IN  Brooklyn  NYC;2015914;Majar;Brooklyn;East New York;Private room;75;3;34;06/04/2019;0.49;8;341
1700471;CHARM Rm HAMILTON HEIGHTS Harlem;8289663;Shane;Manhattan;Harlem;Private room;60;3;101;10/06/2019;1.44;1;340
1701981;Modern, Light-Filled Apt in Chelsea/Meatpacking;1120027;Clay;Manhattan;Chelsea;Entire home/apt;200;7;11;22/06/2019;1.17;1;11
1702032;The Top-Notch Top-Floor;8986314;Stephen;Brooklyn;Greenpoint;Private room;90;1;0;;;1;0
1702533;BROOKLYN FAVORITE VACATION HOME 2;8335875;Mr. Williams;Brooklyn;Park Slope;Entire home/apt;215;3;59;23/05/2019;0.84;1;356
1702581;PRIVATE. ROOM  -  Midtown/Central Park;5668786;Ed &Alexa;Manhattan;Hell's Kitchen;Private room;100;2;244;05/07/2019;3.49;1;52
1702781;Nice and quiet;7614595;Maria;Queens;Astoria;Private room;38;30;7;03/11/2018;0.19;1;137
1703506;Gorgeous, Family-Friendly, NYC Apt!;706623;Emilia;Brooklyn;Bushwick;Entire home/apt;159;3;11;27/04/2019;0.20;4;77
1703834;Your Own Private Room To Sleep In! BEAUTIFUL!;8136206;Rob;Brooklyn;Prospect-Lefferts Gardens;Private room;64;2;108;16/06/2019;1.61;2;296
1704210;Gorgeous 1-2 bedroom(Prospect park);2731594;Ronak;Brooklyn;Windsor Terrace;Entire home/apt;125;15;53;27/03/2019;0.75;1;5
1704560;Beautiful/Spacious 1 Bedroom in LES;5693756;Daniel;Manhattan;Lower East Side;Entire home/apt;120;4;182;05/07/2019;2.60;1;72
1704798;Perfect cozy PRIVATE room!!;8998805;Koji & H;Manhattan;Chelsea;Private room;76;3;164;24/06/2019;2.34;1;27
1706997;Cozy 1BD next to Central Park;5662533;Megan;Manhattan;Upper West Side;Private room;175;2;4;05/08/2016;0.10;1;0
1707422;VERY UNIQUE TOWNHOUSE in GREENPOINT, BROOKLYN;9008935;Robin;Brooklyn;Greenpoint;Private room;110;5;7;02/01/2019;0.10;1;300
1707823;Private Room in the Heart of Greenpoint;9010955;Lindsey;Brooklyn;Greenpoint;Private room;75;1;69;30/06/2019;4.43;2;49
1708771;Comfort;;;;;;;;;;;;
1712462;Cozy Private Room in Brooklyn NY;9031941;Sarah;Brooklyn;Greenpoint;Private room;110;4;2;04/09/2017;0.06;1;0
1712660;Cosy Room in Great Location -W'burg;2332618;Alison;Brooklyn;Williamsburg;Private room;89;1;214;28/06/2019;3.07;2;354
1713409;Sunny 1BR + Outdoor space [L line];6144668;Eydie;Brooklyn;Bushwick;Entire home/apt;110;3;23;23/06/2019;0.33;1;67
1716441;Large sunny room queen bed &balcony;153494;Amikole;Manhattan;Lower East Side;Private room;96;1;274;29/06/2019;3.94;1;145
1716640;One Stop to TimesSQ Vacation Apt;9051298;Lydiah;Manhattan;Harlem;Entire home/apt;75;5;31;11/04/2016;0.49;2;0
1717058;Top floor 1 bedroom soho/nolita;9053036;Raynald;Manhattan;Nolita;Entire home/apt;185;3;65;07/06/2019;1.04;1;106
1717138;Cozy private Basement studio,15mins  from the city;8943770;Patrick;Brooklyn;Flatbush;Entire home/apt;49;2;23;03/07/2019;3.50;1;262
1717149;Corner High Rise Apartment - City Views;9053452;Liam;Manhattan;West Village;Entire home/apt;440;3;6;21/11/2015;0.09;1;70
1717226;BIG BROOKLYN HOUSE TO LOVE;9053876;Amy;Brooklyn;Crown Heights;Entire home/apt;220;7;18;30/06/2019;0.27;2;156
1721115;Financial District Oasis Room-1 Queen Bed;9072771;Kindra;Manhattan;Financial District;Private room;99;4;11;20/06/2019;0.18;2;365
1725295;Midtwn E BEST LOCATION Priv Twin Rm 1 Loving Cat;215764;Lynn;Manhattan;Murray Hill;Private room;85;1;135;12/12/2018;1.93;1;15
1727923;Large private 1BR with backyard - Williamsburg;2510744;Isabelle;Brooklyn;Williamsburg;Entire home/apt;98;7;7;07/01/2017;0.10;1;0
1728339;Large Room in Landmark House;8792814;Caroline;Brooklyn;Prospect-Lefferts Gardens;Private room;84;1;60;26/06/2019;1.05;10;302
1728437;Cozy Room in Landmark House;8792814;Caroline;Brooklyn;Prospect-Lefferts Gardens;Private room;65;1;38;30/05/2019;0.60;10;239
1728625;New Williamsburg 1B With Backyard;9109049;Todd;Brooklyn;Greenpoint;Entire home/apt;160;2;19;04/12/2017;0.32;1;0
1728938;Sunny Room/private bath/ Brownstone;478717;Deborah;Brooklyn;Park Slope;Private room;115;3;200;28/05/2019;3.16;1;256
1729286;Sunny, Large (Queen Bed) Private room in 2Bedroom;8366233;Helga;Manhattan;East Harlem;Private room;59;14;30;04/06/2019;0.43;2;36
1730937;Private room in Midtown East;9119678;Alex;Manhattan;Midtown;Private room;119;2;27;10/05/2019;0.58;1;325
1731245;Sunny, Comfortable Space;7228995;Sophie;Brooklyn;Crown Heights;Entire home/apt;120;2;92;24/06/2019;1.37;1;311
1731365;Duplex apartment with garden;7379093;Francesca;Manhattan;Upper West Side;Entire home/apt;439;5;79;29/06/2019;1.15;2;154
1731969;Beautiful UES residence minutes from everything;17318747;Jay;Manhattan;Upper East Side;Private room;99;1;20;30/06/2019;0.42;2;278
1732498;Hip Two Story BK Apt w/Private Yard;1818792;Clarissa & Rich;Brooklyn;Greenpoint;Entire home/apt;199;2;25;18/10/2016;0.44;1;5
1733054;Williamsburg Brooklyn, Parkside Penthouse NYC View;8072802;John;Brooklyn;Williamsburg;Private room;99;1;340;01/07/2019;4.90;2;263
1733157;Private Family Home 2BR mins to Midtown Manhattan;9131167;Myrna And David;Queens;Astoria;Private room;195;3;231;30/06/2019;3.51;1;304
1734724;Williamsburg Luxury- 30 days +;8910286;Lane;Brooklyn;Williamsburg;Entire home/apt;180;30;183;17/12/2017;2.63;1;0
1735478;Relaxing, serene room in NYC Apt;6790494;Paul;Queens;Long Island City;Private room;100;20;52;25/08/2015;0.75;1;182
1735804;Lovely Suite in Historic Brownstone near Subway;1755097;Jay;Brooklyn;Bedford-Stuyvesant;Entire home/apt;115;2;210;14/06/2019;3.58;2;106
1736064;Sunny 1BR Overlooking Prospect Park;721267;Debbie;Brooklyn;Prospect-Lefferts Gardens;Entire home/apt;115;30;2;16/05/2019;0.03;1;0
1738513;Sunny Floral Artist Apartment Chinatown LES;5064855;Krista;Manhattan;Two Bridges;Entire home/apt;180;3;18;30/06/2019;0.26;1;72
1739847;Welcome to a beautiful Quiet Bronx.;8989844;Ronald;Bronx;Soundview;Private room;45;3;53;18/08/2018;0.82;1;249
1740311;LARGE PRIVATE BED + BATH, LES;9162713;Sarah;Manhattan;Lower East Side;Entire home/apt;300;2;65;28/06/2019;0.96;1;350
1741622;Cozy NY-style 1BDRM Apartment UES.;652092;Art;Manhattan;Upper East Side;Entire home/apt;90;80;20;31/10/2016;0.29;1;203
1741745;Private room in East Harlem;1845333;Annabel;Manhattan;East Harlem;Private room;95;1;0;;;1;0
1742471;View of Empire State Building!;2127723;Tavia;Queens;Sunnyside;Entire home/apt;140;2;40;20/05/2019;0.60;1;20
1742610;Studio in the Upper East Side ;2548224;Melissa;Manhattan;Upper East Side;Entire home/apt;123;5;14;30/05/2019;0.20;1;0
1742654;High Floor apt.near Columbus Circle;9173924;Jon;Manhattan;Hell's Kitchen;Entire home/apt;200;2;119;07/07/2019;1.89;1;216
1743116;Cozy Room in Astoria;8783166;Marinez;Queens;Astoria;Private room;100;3;4;02/06/2019;0.07;2;364
1743379;Spacious Historic Williamsburg 2/1.5 Townhouse;9177920;Irie;Brooklyn;Williamsburg;Entire home/apt;250;3;144;05/07/2019;2.06;1;128
1744216;Prime Williamsburg Large bedroom for 1or2 people;2480939;Charles;Brooklyn;Williamsburg;Private room;85;1;221;26/06/2019;4.10;3;206
1744941;Charming One Bedroom;6544987;Timothy;Manhattan;Kips Bay;Entire home/apt;100;3;3;10/09/2015;0.05;1;0
1745358;Spacious and Chic Times Square 1 Bedroom;9186542;Soren;Manhattan;Hell's Kitchen;Entire home/apt;109;2;26;18/05/2019;0.49;1;139
1745430;Bohemian 2BR DuplexLoft in Brooklyn;7503643;Vida;Brooklyn;Greenpoint;Entire home/apt;159;30;6;10/06/2019;0.10;52;310
1745658;1 Bedroom in Greenwich Village;9187795;James;Manhattan;Greenwich Village;Entire home/apt;260;5;13;25/10/2018;0.21;1;167
1746726;Chelsea NYC luxury 2 bed/2 bath, garden apt;4051126;Kris;Manhattan;Chelsea;Entire home/apt;555;3;111;03/07/2019;1.63;1;191
1747405;Spacious, Cozy NYC Apartment - 1 Minute to Subway!;9117590;Samantha;Manhattan;East Harlem;Private room;87;2;235;29/06/2019;3.37;1;23
1747833;Affordable Clean Private Room NYC  ;9197101;Alex Nova York;Bronx;Mount Eden;Private room;43;2;11;28/09/2014;0.16;1;338
1748189;UPPER EAST SIDE 1BR APT - CENTRAL;1411399;Carlos;Manhattan;Upper East Side;Entire home/apt;199;1;29;29/05/2019;0.42;5;339
1750248;"Priv room in 3 bdrm apt - Room ""A""";9207223;Ryan;Manhattan;Harlem;Private room;90;2;17;01/09/2015;0.24;3;177
1750527;Modern, Sunny Duplex PENTHOUSE  w/ BALCONY;3336010;Dahlia;Brooklyn;Bedford-Stuyvesant;Entire home/apt;195;3;78;12/05/2019;1.13;1;312
1750679;THE LINCOLN PARLOR;9209820;Althea;Brooklyn;Crown Heights;Entire home/apt;185;3;115;08/06/2019;2.09;3;314
1752112;NYC Central Park family apt - 3bdr;5862053;Alexana;Manhattan;Upper West Side;Entire home/apt;400;7;19;27/04/2019;0.28;1;46
1752206;Elegant 1b Near Everything;5243858;Yvonne;Manhattan;Chelsea;Entire home/apt;200;2;144;05/07/2019;2.07;1;263
1753671;Big quiet Sunny room in Upper East Side;4500999;Aaron;Manhattan;East Harlem;Private room;100;1;41;02/06/2019;0.87;2;355
1755484;Museum Mile Central Pk- Madison Ave;9232106;Lynne;Manhattan;Upper East Side;Entire home/apt;225;4;10;28/05/2019;0.17;1;348
1755844;Brooklyn Stunning Event Space.;2715012;Maurice;Brooklyn;Crown Heights;Entire home/apt;450;1;9;30/03/2019;0.25;3;364
1758391;Sunny Room, Only 1 Block to Subway!;9234456;Angelo;Brooklyn;Bedford-Stuyvesant;Private room;80;3;112;01/01/2018;1.61;2;0
1759154;BEST Bushwick 1 Bedroom - 15 min to Manhattan;8998154;Gordon;Brooklyn;Bushwick;Entire home/apt;89;4;123;17/06/2019;1.76;2;18
1759462;Modern/Renovated/Best EV Location!!;9250406;Simon;Manhattan;East Village;Entire home/apt;179;4;127;28/05/2019;1.83;1;17
1759526;Lovely Room in Awesome Apartment - Fun/Convenient;104250;Yair;Manhattan;Chelsea;Private room;90;3;6;03/06/2019;0.10;1;11
1762513;2bd/2bth, drmn, 1 block from subway in LIC;9264606;Jeremy;Queens;Long Island City;Entire home/apt;275;7;0;;;1;0
1762852;Charming and Cozy Bedroom in Artists Colony;173997;Beth;Brooklyn;Williamsburg;Private room;35;2;3;24/06/2017;0.12;2;0
1763209;10mins to Manhattan, 59th St, 17mins Times Square.;9268156;DeLex;Queens;Astoria;Private room;86;2;107;01/11/2018;1.58;1;0
1763333;Cozy 1 BR Apt - Sunnyside, Queens;9268805;David;Queens;Sunnyside;Entire home/apt;95;1;41;13/06/2016;0.59;2;177
1763736;Charming Upper West Side 1 Bedroom;1304097;Edon;Manhattan;Upper West Side;Private room;116;1;43;01/08/2018;0.63;1;0
1763956;Nice cozy bedroom with cool views in Hell's kit..!;9271872;Anthony;Manhattan;Hell's Kitchen;Private room;80;5;62;23/06/2019;1.72;2;23
1766846;Newly Renovated East Village Private Guest Studio;5586949;S & G;Manhattan;East Village;Entire home/apt;110;1;233;06/07/2019;3.39;2;17
1767037;Small Cozy Room Wifi & AC near JFK;9284163;Antonio;Queens;Woodhaven;Private room;29;2;386;19/06/2019;5.53;3;50
1771965;Fully furnished 2 Bedrooms floor-through apartment;9306716;Sophie;Manhattan;Harlem;Entire home/apt;200;60;74;14/04/2019;1.08;1;233
1776732;2000 sqf  Duplex in Townhouse;7379093;Francesca;Manhattan;Upper West Side;Entire home/apt;390;5;108;06/07/2019;2.63;2;156
1777007;Space For guest;3980927;Aude;Manhattan;Battery Park City;Shared room;55;1;205;15/06/2019;3.04;1;326
1777197;( Hostal ) 1 full size Mattress (Top Bunk);2793778;Fernando;Queens;Forest Hills;Shared room;75;5;63;19/05/2019;0.91;5;19
1777674;Charming space in lively neighborhood.;6327260;Joseph;Brooklyn;Crown Heights;Private room;75;1;0;;;1;58
1778294;Sweet Apartment on Quiet Block;367815;Liz;Brooklyn;Bedford-Stuyvesant;Entire home/apt;120;7;39;22/06/2019;0.91;2;50
1780748;Sunny 1 bedroom In The Heart of NYC;9293512;Pk;Manhattan;Murray Hill;Private room;143;2;37;08/12/2018;0.53;1;364
1781052;CELEBRATE NEW YEAR'S EVE IN NYC;9348961;Colleen;Manhattan;Midtown;Entire home/apt;250;3;1;03/01/2016;0.02;1;0
1781697;Beautiful 1 bdrm in 2 bdrm apt;1482208;Allison;Brooklyn;Williamsburg;Private room;99;3;19;28/06/2018;0.41;2;310
1781786;Charming 1BR  ;9352452;Zuffina;Manhattan;Harlem;Entire home/apt;150;3;50;07/05/2019;0.74;1;152
1782079;LOFT Private Room - MOVIE THEATER/GYM/LAUNDRY/ROOF;226697;Adriana;Brooklyn;Bedford-Stuyvesant;Private room;55;10;20;20/05/2019;0.29;1;184
1782437;1800sf Urban Goddess Brooklyn Loft;7880914;Claudia;Brooklyn;Bedford-Stuyvesant;Entire home/apt;175;2;85;17/06/2019;1.31;1;287
1782667;Bushwick Artist Loft - Cozy Room;3886532;Tom & Lily;Brooklyn;Bushwick;Private room;69;1;142;17/06/2019;2.12;3;329
1782872;Suite Spot in Tribeca;9358396;Anne;Manhattan;Tribeca;Entire home/apt;184;4;22;19/07/2018;0.33;1;12
1785141;Entire 1 Bedroom in Williamsburg;5481728;Mike;Brooklyn;Williamsburg;Entire home/apt;145;2;6;11/06/2017;0.09;1;0
1785187;Classic Cool Comfortable LES;8222814;Rock;Manhattan;Lower East Side;Private room;100;3;210;05/07/2019;3.01;1;256
1785942;Private, Cozy Bedroom/ Barclay Ctr;1354796;Natasha;Brooklyn;Prospect-Lefferts Gardens;Private room;44;5;79;29/06/2019;1.14;3;251
1786408;A quite nice bedroom in Greenpoint;9375506;Selim;Brooklyn;Greenpoint;Private room;70;3;0;;;1;0
1787771;CHIC NEW YORK OASIS WITH ROOF DECK!;9381867;Gilleon;Brooklyn;Bedford-Stuyvesant;Entire home/apt;185;1;0;;;1;0
1788989;Sunny and charming Soho 1 bedroom;7607092;Tanja;Manhattan;Nolita;Entire home/apt;225;3;10;01/09/2016;0.15;1;0
1789715;2 BR Apt in Luxury Building - UES;6989380;Shane;Manhattan;Upper East Side;Entire home/apt;199;2;2;19/10/2014;0.03;1;0
1791105;Harlem Oasis;8535372;Ephraim;Manhattan;Harlem;Private room;60;1;57;24/05/2019;0.91;1;301
1793091;Private  Studio Museum Block UWS;9407785;Ana Maria;Manhattan;Upper West Side;Entire home/apt;175;3;258;25/06/2019;3.80;1;235
1793411;Union Square/East Village Apartment;2273886;Ki;Manhattan;East Village;Entire home/apt;199;5;4;01/12/2015;0.06;1;0
1794250;Large, bright Williamsburg room;7757648;Ana;Brooklyn;Williamsburg;Private room;65;1;10;20/05/2019;0.44;1;73
1796722;Effortlessly Chic WILLIAMSBURG BK;2140820;Cory;Brooklyn;Williamsburg;Entire home/apt;190;2;11;15/06/2019;0.24;1;331
1797025;Charming Spacious 1 Bdrm Apt;9340104;Mike;Brooklyn;Crown Heights;Entire home/apt;107;3;143;17/06/2019;2.07;1;23
1798210;NYC Super Cool East Village 1 BD;9430658;Maegan;Manhattan;East Village;Entire home/apt;150;1;26;05/09/2016;0.38;1;0
1798271;Spacious center hall colonial;9430973;Donna;Staten Island;Woodrow;Entire home/apt;700;7;0;;;1;0
1798500;DOMINIQUE'S NY*Wanderlust room/Metro/Bronx Zoo/Gdn;310670;Vie;Bronx;Co-op City;Private room;75;2;32;01/01/2019;0.46;13;363
1801036;Private room with sleeping loft;8200820;Valerie;Brooklyn;Williamsburg;Private room;45;2;14;01/02/2014;0.20;2;36
1801130;Perfect Brooklyn Stay, Apt for 4;9443112;Isaac;Brooklyn;Park Slope;Entire home/apt;179;2;15;07/08/2015;0.22;1;0
1802584;YOUR  PRIVATE COZY 1Br + 15min from Manhattan;2961266;John;Queens;Sunnyside;Entire home/apt;110;1;92;03/07/2019;6.30;2;147
1802838;Industrial Modern 1 Bedroom - Prime Williamsburg;2019832;Lauren;Brooklyn;Williamsburg;Entire home/apt;245;2;14;20/05/2019;0.76;1;65
1803165;Huuuge Sunny Central Park REAL 2 bedroom 1.5 baths;9453400;Lo;Manhattan;Midtown;Entire home/apt;799;6;40;01/09/2018;0.58;1;365
1803279;Near Subway Sunny Spacious Room in NYC;7239405;Katy;Manhattan;Morningside Heights;Private room;100;2;12;31/03/2019;0.17;1;252
1805150;nice room in bedstuy B;6885157;Randy;Brooklyn;Bedford-Stuyvesant;Private room;61;1;71;04/07/2019;1.06;15;314
1805261;Flat Iron 2BD Beautiful Apt ;9462127;Krista;Manhattan;Flatiron District;Entire home/apt;475;1;0;;;1;0
1806138;Brooklyn Heights One Bedroom Loft;8423479;Sherief;Brooklyn;Brooklyn Heights;Entire home/apt;275;5;16;28/08/2018;0.23;1;12
1806378;Mayor's Mansion - Fort Greene;1929442;Claudia And Leo;Brooklyn;Fort Greene;Entire home/apt;250;4;134;02/07/2019;1.95;1;222
1806651;Bright and Airy Brooklyn Loft;3267818;Allison;Brooklyn;Williamsburg;Entire home/apt;120;3;2;02/01/2015;0.03;1;0
1807106;Stunning  Limestone  1 Bdrm Flat;9223085;Danielle;Brooklyn;Crown Heights;Entire home/apt;135;3;190;25/06/2019;2.77;1;267
1807757;SUNNY,SUPER CLEAN WEST VILLAGE  APT;9473928;Hakan;Manhattan;West Village;Entire home/apt;199;10;4;02/01/2019;0.06;1;3
1808497;Queen size room in Brooklyn;7557833;Christine;Brooklyn;Bedford-Stuyvesant;Private room;75;1;19;22/06/2019;0.29;5;289
